	vrefs
7344	['1MA 3:38', '2MA 4:45']
7345	['2MA 12:19', '2MA 12:24', '2MA 12:35', '3MA 1:3']
7346	['JDT 8:23', 'ESG 4:17', 'ESG 7:4', '1MA 8:18', '1ES 8:76']
7347	['JDT 8:22', 'JDT 11:1', 'JDT 11:7', 'JDT 16:14', 'WIS 14:21', 'SIR 2:1', 'SIR 3:7', 'SIR 25:8', 'BAR 1:12', 'BAR 4:32', '1MA 6:23', '2MA 1:27', '1ES 8:77']
7348	['WIS 19:14', '1MA 8:11', '4MA 3:2', '4MA 13:2']
7349	['JDT 11:5', 'JDT 11:16', 'JDT 11:17', 'JDT 11:17', 'JDT 12:4', 'JDT 12:6', 'JDT 12:15', 'JDT 12:19', 'JDT 13:3', 'ESG 4:17', 'ESG 4:17', '1MA 2:11']
7350	['JDT 3:4', 'JDT 5:5', 'JDT 5:5', 'JDT 5:11', 'JDT 6:3', 'JDT 6:7', 'JDT 6:10', 'JDT 6:11', 'JDT 7:27', 'JDT 9:3', 'JDT 9:10', 'JDT 10:23', 'JDT 11:4', 'JDT 12:10', 'JDT 13:1', 'JDT 14:13', 'JDT 14:18', 'WIS 9:5', 'WIS 15:7', 'WIS 18:11', 'SUS 1:27', '1MA 4:30', '2MA 1:2', '2MA 7:6', '2MA 7:33', '2MA 8:29', '1ES 4:26']
7351	['TOB 3:16', 'TOB 12:12', 'TOB 12:15', 'TOB 13:17', 'JDT 9:8', 'ESG 1:1d', 'ESG 4:17', 'ESG 4:17', 'ESG 4:17', 'ESG 4:17', 'ESG 4:17', 'ESG 5:1', 'ESG 5:1', 'ESG 5:1a', 'ESG 5:2', 'ESG 6:3', 'ESG 10:2', 'WIS 7:25', 'WIS 8:10', 'WIS 9:10', 'WIS 9:11', 'WIS 10:14', 'WIS 15:9', 'WIS 18:24', 'SIR 1:11', 'SIR 1:19', 'SIR 3:10', 'SIR 3:11', 'SIR 4:13', 'SIR 4:21', 'SIR 5:13', 'SIR 6:29', 'SIR 6:31', 'SIR 7:4', 'SIR 8:14', 'SIR 9:11', 'SIR 10:5', 'SIR 11:4', 'SIR 14:27', 'SIR 17:13', 'SIR 17:13', 'SIR 20:11', 'SIR 24:16', 'SIR 24:17', 'SIR 27:8', 'SIR 29:6', 'SIR 29:27', 'SIR 33:23', 'SIR 35:12', 'SIR 36:13', 'SIR 40:27', 'SIR 42:16', 'SIR 42:17', 'SIR 42:25', 'SIR 43:1', 'SIR 43:9', 'SIR 43:12', 'SIR 44:2', 'SIR 44:13', 'SIR 44:19', 'SIR 45:2', 'SIR 45:3', 'SIR 45:7', 'SIR 45:20', 'SIR 45:23', 'SIR 45:26', 'SIR 47:6', 'SIR 47:8', 'SIR 47:11', 'SIR 47:20', 'SIR 49:5', 'SIR 49:8', 'SIR 49:12', 'SIR 50:7', 'SIR 50:11', 'SIR 50:13', 'SIR 51:17', 'BAR 2:17', 'BAR 2:18', 'BAR 4:3', 'BAR 4:24', 'BAR 4:37', 'BAR 5:1', 'BAR 5:2', 'BAR 5:4', 'BAR 5:6', 'BAR 5:7', 'BAR 5:9', '1MA 1:40', '1MA 2:9', '1MA 2:12', '1MA 2:51', '1MA 2:62', '1MA 3:3', '1MA 9:10', '1MA 10:58', '1MA 10:60', '1MA 10:64', '1MA 10:86', '1MA 11:6', '1MA 11:42', '1MA 12:12', '1MA 14:4', '1MA 14:5', '1MA 14:9', '1MA 14:10', '1MA 14:21', '1MA 14:29', '1MA 14:35', '1MA 14:39', '1MA 15:9', '1MA 15:9', '1MA 15:32', '1MA 15:36', '2MA 2:8', '2MA 3:26', '2MA 4:15', '2MA 5:16', '2MA 5:20', '2MA 6:11', '2MA 14:7', '2MA 15:2', '2MA 15:13', '3MA 2:9', '3MA 2:14', '3MA 2:16', '3MA 6:28', '3MA 7:21', '4MA 1:12', '4MA 5:18', '4MA 6:18', '4MA 7:9', '4MA 18:24', '1ES 1:31', '1ES 4:17', '1ES 4:59', '1ES 5:58', '1ES 6:9', '1ES 8:4', '1ES 9:8']
7352	['JDT 7:10', 'JDT 11:2', 'SIR 29:13', 'SIR 38:25', '3MA 3:15', '3MA 5:43', '3MA 6:5']
7353	['TOB 5:15', '2MA 4:19', '2MA 10:20', '2MA 12:43', '3MA 3:28']
7354	['JDT 8:3']
7355	['WIS 16:10']
7356	['ESG 1:1a', 'ESG 10:3', 'SIR 25:16', 'BEL 1:23', 'BEL 1:25', 'BEL 1:27', 'BEL 1:27', 'BEL 1:28']
7357	['2MA 13:2']
7358	['3MA 1:3']
7359	['JDT 1:4', 'JDT 7:2', 'JDT 11:8', 'JDT 16:6', 'WIS 6:6', 'WIS 6:6', 'WIS 10:12', 'WIS 13:4', 'SIR 21:7', 'SIR 29:18', 'SIR 47:5', 'BAR 1:4', 'BAR 1:9', 'BAR 4:17', 'LJE 1:40', 'LJE 1:63', '1MA 3:38', '1MA 3:58', '1MA 4:3', '1MA 4:30', '1MA 8:1', '1MA 8:1', '1MA 9:11', '1MA 9:21', '1MA 10:19', '1MA 11:44', '2MA 3:6', '4MA 2:18', '4MA 3:3', '4MA 3:17', '4MA 16:14', '1ES 4:49']
7360	['JDT 2:14', 'JDT 9:3', 'JDT 9:3', 'WIS 5:23', 'WIS 8:11', 'SIR 4:27', 'SIR 7:6', 'SIR 8:1', 'SIR 10:3', 'SIR 10:24', 'SIR 11:6', 'SIR 13:9', 'SIR 41:17', '2MA 9:25', '2MA 15:5', '3MA 6:4']
7361	['SIR 16:11', 'SIR 46:5', 'SIR 46:7', 'SIR 46:16', '2MA 3:24', '2MA 12:15', '2MA 12:28', '2MA 15:3', '2MA 15:4', '2MA 15:23', '2MA 15:29', '3MA 2:3', '3MA 5:51', '3MA 6:39']
7362	['JDT 1:4', 'JDT 1:13', 'JDT 1:13', 'JDT 1:16', 'JDT 2:4', 'JDT 2:7', 'JDT 2:14', 'JDT 2:19', 'JDT 2:22', 'JDT 3:6', 'JDT 3:10', 'JDT 4:15', 'JDT 5:1', 'JDT 5:3', 'JDT 5:23', 'JDT 6:1', 'JDT 7:2', 'JDT 7:9', 'JDT 7:12', 'JDT 7:26', 'JDT 9:7', 'JDT 9:8', 'JDT 9:14', 'JDT 10:13', 'JDT 11:18', 'JDT 13:4', 'JDT 13:15', 'JDT 14:3', 'JDT 14:19', 'JDT 16:3', 'ESG 2:18', 'WIS 1:3', 'WIS 5:23', 'WIS 7:20', 'WIS 7:25', 'WIS 11:20', 'WIS 12:15', 'WIS 12:17', 'WIS 13:4', 'WIS 14:31', 'WIS 16:19', 'WIS 16:23', 'WIS 19:20', 'SIR 6:26', 'SIR 7:30', 'SIR 8:13', 'SIR 17:32', 'SIR 24:2', 'SIR 29:20', 'SIR 44:3', 'SIR 46:5', 'BAR 2:11', 'LJE 1:62', '1MA 1:4', '1MA 2:31', '1MA 2:42', '1MA 2:44', '1MA 2:66', '1MA 3:10', '1MA 3:13', '1MA 3:19', '1MA 3:27', '1MA 3:28', '1MA 3:34', '1MA 3:35', '1MA 3:37', '1MA 3:40', '1MA 3:41', '1MA 3:42', '1MA 4:3', '1MA 4:4', '1MA 4:9', '1MA 4:16', '1MA 4:18', '1MA 4:31', '1MA 4:61', '1MA 5:11', '1MA 5:18', '1MA 5:32', '1MA 5:38', '1MA 5:40', '1MA 5:50', '1MA 5:56', '1MA 5:58', '1MA 6:6', '1MA 6:6', '1MA 6:28', '1MA 6:29', '1MA 6:30', '1MA 6:33', '1MA 6:37', '1MA 6:47', '1MA 6:56', '1MA 6:57', '1MA 7:2', '1MA 7:4', '1MA 7:10', '1MA 7:11', '1MA 7:14', '1MA 7:20', '1MA 7:27', '1MA 7:39', '1MA 8:6', '1MA 9:1', '1MA 9:6', '1MA 9:11', '1MA 9:11', '1MA 9:43', '1MA 9:52', '1MA 9:60', '1MA 9:66', '1MA 10:2', '1MA 10:6', '1MA 10:8', '1MA 10:21', '1MA 10:36', '1MA 10:36', '1MA 10:48', '1MA 10:69', '1MA 10:71', '1MA 10:71', '1MA 10:73', '1MA 10:77', '1MA 10:82', '1MA 11:1', '1MA 11:3', '1MA 11:38', '1MA 11:38', '1MA 11:38', '1MA 11:39', '1MA 11:40', '1MA 11:43', '1MA 11:55', '1MA 11:60', '1MA 11:63', '1MA 11:70', '1MA 12:24', '1MA 12:42', '1MA 12:43', '1MA 12:45', '1MA 12:46', '1MA 12:49', '1MA 13:1', '1MA 13:11', '1MA 13:12', '1MA 13:53', '1MA 14:1', '1MA 14:32', '1MA 15:3', '1MA 15:10', '1MA 15:12', '1MA 15:38', '1MA 15:41', '1MA 16:5', '1MA 16:18', '2MA 1:13', '2MA 3:24', '2MA 3:38', '2MA 9:8', '2MA 10:24', '2MA 13:2', '3MA 1:1', '3MA 1:4', '3MA 2:6', '3MA 3:7', '3MA 4:11', '3MA 5:7', '3MA 5:29', '3MA 5:44', '3MA 5:48', '3MA 5:51', '3MA 6:5', '3MA 6:13', '3MA 6:13', '3MA 6:16', '3MA 6:19', '3MA 6:21', '3MA 7:9', '4MA 5:13', '4MA 14:10', '1ES 4:10', '1ES 5:43']
7363	['TOB 2:12']
7364	['JDT 3:9', 'JDT 4:6', 'JDT 7:3', 'JDT 7:18', 'JDT 8:3']
7365	['1MA 16:15']
7366	['1MA 15:11', '1MA 15:13', '1MA 15:25']
7367	['JDT 3:9', 'JDT 4:6', 'JDT 7:3', 'JDT 7:18', 'JDT 8:3']
7368	['JDT 8:5']
7369	['TOB 13:13', 'SIR 7:9', 'SIR 20:29', 'SIR 40:12', 'LJE 1:26', '2MA 15:16', '1ES 8:13']
7370	['4MA 12:7', '4MA 16:15']
7371	['JDT 10:12', 'JDT 12:11', 'JDT 14:18', '2MA 7:31', '2MA 11:13', '2MA 15:37', '4MA 4:11', '4MA 5:2', '4MA 8:2', '4MA 9:6', '4MA 9:18', '4MA 17:9']
7372	['1MA 13:29']
7373	['JDT 7:18']
7374	['LJE 1:13']
7375	['1ES 1:15']
7376	['1ES 6:1']
7377	['TOB 7:2', 'TOB 7:3', 'TOB 7:7', 'TOB 7:15', 'TOB 8:21', 'TOB 10:13']
7378	['SIR 48:17', 'SIR 48:22', 'SIR 49:4']
7379	['1ES 9:43']
7380	['1ES 5:15']
7381	['2MA 15:22']
7382	['1ES 8:1']
7383	['1ES 9:34']
7384	['1ES 9:34']
7385	['1MA 1:47', '1MA 10:83', '1ES 2:7']
7386	['WIS 13:13', 'WIS 13:16', 'WIS 14:15', 'WIS 14:17', 'WIS 15:5']
7387	['WIS 7:25']
7388	['SIR 6:6', 'SIR 28:9', 'SIR 28:13', 'SIR 41:1', 'SIR 44:6', '1MA 6:60', '2MA 12:4', '4MA 18:4', '1ES 8:82']
7389	['JDT 3:1', 'JDT 7:24', 'ESG 5:1', 'SIR 4:8', '1MA 1:30', '1MA 5:48', '1MA 7:10', '1MA 7:15', '1MA 7:27', '1MA 10:3', '1MA 10:47', '1MA 11:2', '2MA 5:25', '3MA 6:32']
7390	['1MA 5:25', '1MA 7:29', '1MA 7:33', '2MA 10:12']
7391	['TOB 7:12', 'TOB 7:13', 'TOB 10:12', 'TOB 10:13', 'TOB 12:17', 'TOB 13:15', 'TOB 14:2', 'JDT 7:15', 'JDT 8:35', 'JDT 15:8', 'ESG 3:13', 'ESG 8:12', 'WIS 3:3', 'WIS 14:22', 'SIR 1:18', 'SIR 13:18', 'SIR 13:18', 'SIR 26:2', 'SIR 38:8', 'SIR 41:14', 'SIR 44:14', 'SIR 45:24', 'SIR 47:13', 'SIR 47:16', 'SIR 50:23', 'BAR 3:13', 'BAR 3:14', 'BAR 4:20', 'BAR 5:4', 'LJE 1:2', '1MA 5:54', '1MA 6:49', '1MA 6:58', '1MA 7:13', '1MA 7:28', '1MA 7:35', '1MA 8:20', '1MA 8:22', '1MA 9:70', '1MA 10:4', '1MA 10:66', '1MA 11:51', '1MA 12:4', '1MA 12:22', '1MA 12:52', '1MA 13:37', '1MA 13:40', '1MA 14:8', '1MA 14:11', '1MA 16:10', '2MA 1:1', '2MA 1:4', '2MA 3:1', '2MA 4:6', '2MA 12:12', '2MA 14:10', '3MA 2:20', '3MA 6:27', '3MA 7:19', '4MA 3:20', '1ES 5:2']
7392	['WIS 17:15']
7393	['TOB 14:6', 'ESG 4:17', 'WIS 14:11', 'WIS 14:12', 'WIS 14:27', 'WIS 14:29', 'WIS 14:30', 'WIS 15:15', 'SIR 30:19', 'LJE 1:72', 'BEL 1:3', 'BEL 1:5', '1MA 1:43', '1MA 3:48', '1MA 13:47', '2MA 12:40', '3MA 4:16']
7394	['TOB 3:7', 'TOB 5:6', 'TOB 6:10', 'TOB 7:1', 'TOB 14:12', 'TOB 14:13', 'JDT 1:1', 'JDT 1:2', 'JDT 1:14', '2MA 9:3', '1ES 6:22']
7395	['TOB 3:3', 'JDT 1:12', 'JDT 2:1', 'JDT 6:5', 'JDT 7:28', 'JDT 8:27', 'JDT 16:17', 'SIR 5:3', 'SIR 5:3', 'SIR 12:8', 'SIR 23:21', 'SIR 28:1', 'SIR 39:30', 'SIR 46:1', '1MA 2:67', '1MA 6:22', '1MA 9:42', '1MA 13:6', '1MA 15:21', '3MA 2:17', '4MA 17:10']
7396	['JDT 8:35', 'JDT 9:2', 'WIS 11:15', 'SIR 5:7', 'SIR 7:17', 'SIR 12:6', 'SIR 18:24', 'SIR 25:14', 'SIR 25:14', 'SIR 27:28', 'SIR 28:1', 'SIR 35:20', 'SIR 39:28', 'SIR 39:29', 'SIR 47:25', 'SIR 48:7', '1MA 2:67', '1MA 3:15', '1MA 7:9', '1MA 7:24', '1MA 7:38', '1MA 9:42', '3MA 7:9']
7397	['JDT 6:16', 'JDT 6:21', 'JDT 7:29', 'JDT 14:6', 'SIR 15:5', 'SIR 21:17', 'SIR 23:24', 'SIR 24:2', 'SIR 26:5', 'SIR 31:11', 'SIR 33:19', 'SIR 38:33', 'SIR 39:10', 'SIR 44:15', 'SIR 46:7', 'SIR 50:13', 'SIR 50:20', '1MA 2:56', '1MA 3:13', '1MA 4:59', '1MA 5:16', '1MA 14:19']
7398	['TOB 13:13', 'JDT 2:15', 'WIS 3:9', 'WIS 3:14', 'WIS 4:15', 'SIR 24:15', 'SIR 46:1', 'SIR 47:22', 'SIR 49:6', 'BAR 3:30', '1MA 4:1', '1MA 9:5', '1MA 15:26', '2MA 1:25']
7399	['TOB 1:4', '1MA 6:35', '1MA 7:37', '1MA 9:25', '1MA 10:32', '3MA 2:9', '1ES 5:1']
7400	['JDT 15:13', 'SIR 24:14', 'SIR 50:10']
7401	['1MA 9:5']
7402	['SIR 50:16']
7403	['SIR 45:23', '1ES 8:2']
7404	['1MA 2:5']
7405	['4MA 7:5', '4MA 7:12']
7406	['SIR 50:27']
7407	['1ES 8:62']
7408	['1MA 6:43', '2MA 8:23', '4MA 1:8']
7409	['3MA 6:1', '3MA 6:16', '4MA 5:4', '4MA 5:14', '4MA 6:1', '4MA 6:5', '4MA 6:14', '4MA 6:16', '4MA 7:1', '4MA 7:10', '4MA 9:5', '4MA 16:15']
7410	['2MA 6:18', '2MA 6:24']
7411	['1MA 8:17', '1ES 9:19', '1ES 9:26']
7412	['1ES 8:43']
7413	['TOB 13:2', 'SIR 18:14', '4MA 6:12', '4MA 9:3']
7414	['TOB 8:7', 'TOB 8:17', 'TOB 11:16', 'TOB 13:5', 'TOB 14:5', 'JDT 6:19', 'WIS 11:23', 'SIR 12:13', 'SIR 16:9', 'SIR 36:1', 'SIR 36:11', 'BAR 3:2', 'BAR 4:15', 'LJE 1:37', '2MA 2:18', '2MA 3:21', '2MA 7:27', '2MA 8:3', '2MA 9:13', '2MA 11:10', '3MA 6:12', '4MA 8:20', '4MA 12:6']
7415	['TOB 3:11', 'SIR 2:11', 'SIR 48:20', 'SIR 50:19', '2MA 1:24', '2MA 8:29', '2MA 11:9', '2MA 13:12', '3MA 5:7']
7416	['SIR 48:12']
7417	['1MA 13:43', '1MA 13:44']
7418	['1MA 11:7', '1MA 12:30']
7419	['2MA 14:12', '3MA 5:4', '3MA 5:45']
7420	['1MA 1:17', '1MA 3:34', '1MA 6:30', '1MA 6:34', '1MA 6:35', '1MA 6:46', '1MA 8:6', '2MA 11:4', '2MA 13:2', '2MA 13:15', '3MA 5:1', '3MA 5:2', '3MA 5:10', '3MA 5:20', '3MA 5:38', '3MA 5:48']
7421	['JDT 8:1']
7422	['1ES 9:28']
7423	['1ES 9:34']
7424	['1ES 9:1', '1ES 9:24', '1ES 9:34']
7425	['1ES 9:28']
7426	['1ES 9:34']
7427	['1ES 8:31']
7428	['1ES 8:39']
7429	['1ES 9:33']
7430	['1ES 9:22']
7431	['1ES 9:32']
7432	['JDT 8:1']
7433	['1MA 1:1', '1MA 8:9']
7434	['2MA 4:10', '2MA 4:15', '2MA 11:24', '2MA 13:2', '4MA 8:8']
7435	['2MA 4:13']
7436	['2MA 6:8']
7437	['1ES 8:43']
7438	['1MA 14:27']
7439	['JDT 6:9', 'JDT 8:20', 'JDT 9:7', 'WIS 2:22', 'SIR 2:6', 'SIR 2:9', 'SIR 34:7', 'BAR 4:22', 'SUS 1:60', '1MA 2:61', '2MA 2:18', '2MA 7:11']
7440	['JDT 13:19', 'WIS 3:4', 'WIS 3:11', 'WIS 3:18', 'WIS 5:14', 'WIS 13:10', 'WIS 14:6', 'WIS 15:6', 'WIS 15:10', 'WIS 16:29', 'SIR 13:6', 'SIR 14:2', 'SIR 34:1', 'SIR 34:13', 'SIR 34:14', 'SIR 49:10', '2MA 3:29', '2MA 7:14', '2MA 7:20', '2MA 7:34', '2MA 9:20', '2MA 9:22', '2MA 15:7', '4MA 17:4', '1ES 8:89']
7441	['TOB 2:10']
7442	['1MA 6:1']
7443	['JDT 1:6']
7444	['1ES 9:29']
7445	['1ES 5:24']
7446	['1ES 9:21']
7447	['1ES 5:18']
7448	['TOB 1:15']
7449	['TOB 1:2', 'TOB 1:13', 'TOB 1:16']
7450	['1ES 5:8']
7451	['1ES 8:43']
7452	['SIR 44:16', 'SIR 49:14']
7453	['JDT 10:4']
7454	['JDT 16:2', 'WIS 10:1', 'SIR 4:9', 'SIR 26:29', 'SIR 29:12', 'SIR 33:1', 'BAR 2:14', 'BAR 4:18', 'BAR 4:21', 'LJE 1:13', 'LJE 1:35', 'LJE 1:36', '1MA 5:12', '2MA 2:18', '2MA 6:26']
7455	['1MA 10:70']
7456	['JDT 8:15', 'ESG 3:13', 'ESG 4:17', 'ESG 8:12', 'WIS 10:14', 'WIS 16:13', 'SIR 9:13', 'SIR 10:4', 'SIR 17:2', 'SIR 24:11', 'SIR 30:11', 'SIR 33:20', 'SIR 45:17', 'BEL 1:25', '1MA 1:13', '1MA 6:11', '1MA 10:6', '1MA 10:8', '1MA 10:32', '1MA 10:35', '1MA 10:38', '1MA 11:58', '1MA 14:4', '2MA 3:6', '2MA 3:24', '2MA 4:9', '2MA 4:24', '2MA 7:16', '2MA 10:13', '3MA 7:12', '3MA 7:21', '4MA 4:5', '4MA 5:15', '4MA 6:33', '1ES 4:28', '1ES 4:40', '1ES 8:22']
7457	['ESG 4:7', '1MA 10:15', '4MA 12:9', '1ES 1:7']
7458	['ESG 4:7', 'WIS 2:13', 'SIR 20:23', '1MA 11:28', '2MA 2:18', '2MA 4:8', '2MA 4:27', '2MA 4:45', '3MA 1:4', '3MA 2:10']
7459	['ESG 3:13', 'ESG 8:12']
7460	['2MA 9:27']
7461	['WIS 2:19', 'WIS 12:18', 'BAR 2:27', '2MA 2:22', '2MA 10:4', '3MA 3:15', '3MA 7:6']
7462	['JDT 3:8', 'JDT 6:21', 'JDT 7:26', 'JDT 8:17', 'JDT 9:4', 'JDT 16:1', 'ESG 4:8', 'ESG 5:1', 'ESG 9:26', 'WIS 7:7', 'WIS 11:4', 'WIS 13:17', 'SIR 2:10', 'SIR 46:5', 'SIR 46:16', 'SIR 47:5', 'SIR 47:18', 'SIR 48:20', 'SIR 51:10', 'BAR 2:15', 'BAR 2:26', 'BAR 3:7', '1MA 2:2', '1MA 7:37', '2MA 3:15', '2MA 3:22', '2MA 3:31', '2MA 7:37', '2MA 8:2', '2MA 12:6', '2MA 12:15', '2MA 12:28', '2MA 12:36', '2MA 13:10', '2MA 14:34', '2MA 14:46', '2MA 15:21', '2MA 15:22', '3MA 1:27', '3MA 5:7', '3MA 6:1', '4MA 12:17', '1ES 6:32']
7463	['SIR 39:22', 'SIR 47:15']
7464	['2MA 4:47', '3MA 4:2']
7465	['WIS 15:19', 'SIR 25:21']
7466	['WIS 2:20', 'WIS 3:7', 'WIS 3:13', 'WIS 4:15', 'WIS 14:11', 'WIS 19:15', 'SIR 16:18', 'SIR 18:20', 'SIR 23:24', 'SIR 34:6', '3MA 5:42', '1ES 6:5']
7467	['WIS 14:17', 'WIS 18:15', 'WIS 19:6', '3MA 7:20', '1ES 1:16']
7468	['1MA 1:10', '1MA 10:1', '2MA 2:20', '2MA 4:7', '2MA 10:9', '2MA 10:13', '4MA 4:15']
7469	['3MA 6:38', '3MA 6:38']
7470	['2MA 3:39', '3MA 6:28', '3MA 7:6']
7471	['SIR 45:8']
7472	['3MA 5:1', '3MA 5:4', '3MA 5:10', '3MA 5:18', '3MA 5:23', '3MA 5:26', '3MA 5:29', '3MA 5:33', '3MA 5:37']
7473	['SIR 10:11', 'LJE 1:19']
7474	['1ES 8:1', '1ES 8:3', '1ES 8:7', '1ES 8:8', '1ES 8:9', '1ES 8:19', '1ES 8:23', '1ES 8:88', '1ES 8:89', '1ES 8:92', '1ES 9:1', '1ES 9:7', '1ES 9:16', '1ES 9:39', '1ES 9:40', '1ES 9:42', '1ES 9:45', '1ES 9:46', '1ES 9:49']
7475	['JDT 1:8', 'JDT 3:9', 'JDT 4:6', 'JDT 7:3']
7476	['2MA 12:36']
7477	['JDT 5:15']
7478	['ESG 2:7', 'ESG 2:8', 'ESG 2:10', 'ESG 2:11', 'ESG 2:15', 'ESG 2:15', 'ESG 2:16', 'ESG 2:17', 'ESG 2:18', 'ESG 2:20', 'ESG 2:20', 'ESG 2:22', 'ESG 4:5', 'ESG 4:8', 'ESG 4:10', 'ESG 4:12', 'ESG 4:13', 'ESG 4:15', 'ESG 4:17', 'ESG 4:17', 'ESG 5:1', 'ESG 5:1a', 'ESG 5:1a', 'ESG 5:1b', 'ESG 5:1b', 'ESG 5:1c', 'ESG 5:1c', 'ESG 6:14', 'ESG 7:2', 'ESG 7:2', 'ESG 7:6', 'ESG 8:1', 'ESG 8:1', 'ESG 8:2', 'ESG 8:4', 'ESG 8:4', 'ESG 8:5', 'ESG 8:7', 'ESG 9:12', 'ESG 9:13', 'ESG 9:29', 'ESG 9:31', 'ESG 9:32']
7479	['2MA 8:35', '2MA 11:8', '1ES 8:68', '1ES 8:70']
7480	['TOB 8:6']
7481	['JDT 8:11', 'WIS 9:9']
7482	['TOB 7:1', 'JDT 10:11', 'JDT 13:20', 'WIS 10:10', 'SIR 4:18', 'SIR 39:24']
7483	['WIS 9:3', 'SIR 7:6', 'SIR 51:15']
7484	['TOB 3:11', 'TOB 8:5', 'TOB 8:15', 'TOB 8:15', 'TOB 9:6', 'TOB 10:14', 'TOB 11:14', 'TOB 11:15', 'TOB 11:16', 'TOB 11:17', 'TOB 11:17', 'TOB 11:17', 'TOB 11:17', 'TOB 12:6', 'TOB 12:6', 'TOB 12:17', 'TOB 12:18', 'TOB 12:20', 'TOB 12:22', 'TOB 13:7', 'TOB 13:15', 'TOB 13:16', 'TOB 13:18', 'TOB 14:2', 'TOB 14:6', 'TOB 14:15', 'TOB 14:15', 'JDT 13:18', 'JDT 14:7', 'JDT 15:9', 'JDT 15:10', 'JDT 15:12', 'WIS 14:7', 'SIR 1:13', 'SIR 4:13', 'SIR 31:23', 'SIR 32:13', 'SIR 33:12', 'SIR 39:14', 'SIR 39:35', 'SIR 43:11', 'SIR 45:15', 'SIR 50:22', 'SIR 51:12', 'LJE 1:65', 'SUS 1:60', '1MA 2:69', '1MA 4:24', '1MA 4:55', '1MA 13:47', '2MA 3:30', '2MA 8:27', '2MA 10:38', '2MA 11:9', '2MA 12:41', '2MA 15:29', '2MA 15:34', '3MA 6:11', '3MA 6:29', '1ES 4:36', '1ES 4:58', '1ES 4:62', '1ES 5:57', '1ES 9:46']
7485	['TOB 3:11', 'TOB 3:11', 'TOB 8:5', 'TOB 8:5', 'TOB 8:15', 'TOB 8:16', 'TOB 8:17', 'TOB 11:14', 'TOB 11:14', 'TOB 11:17', 'TOB 13:2', 'TOB 13:18', 'JDT 13:17', 'JDT 13:18', '1MA 4:30', '2MA 1:17', '2MA 15:34', '3MA 7:23', '1ES 4:40', '1ES 4:60', '1ES 8:25']
7486	['TOB 8:15', 'WIS 15:19', 'SIR 3:8', 'SIR 3:9', 'SIR 7:32', 'SIR 11:22', 'SIR 11:22', 'SIR 33:17', 'SIR 34:17', 'SIR 36:16', 'SIR 37:24', 'SIR 39:22', 'SIR 40:17', 'SIR 40:27', 'SIR 44:23', 'SIR 44:23', 'SIR 45:1', 'SIR 46:11', 'SIR 47:6', 'SIR 50:20', 'SIR 50:21', '1MA 3:7']
7487	['1MA 8:8']
7488	['1MA 6:17', '2MA 2:20', '2MA 10:10', '2MA 10:13', '2MA 13:1']
7489	['1MA 8:17', '2MA 4:11']
7490	['1ES 5:46', '1ES 9:6', '1ES 9:38', '1ES 9:41']
7491	['4MA 9:6', '4MA 11:5', '4MA 11:23', '4MA 18:1']
7492	['JDT 1:6', 'JDT 2:24', 'SIR 24:26', '1MA 3:32', '1MA 3:37', '1ES 1:23', '1ES 1:25']
7493	['WIS 7:7', 'SIR 18:23', 'SIR 34:24', 'SIR 38:9', 'BAR 1:5', 'LJE 1:34', '2MA 3:35', '2MA 9:13', '2MA 12:44', '2MA 15:27', '4MA 4:13', '1ES 4:43', '1ES 4:44', '1ES 4:44', '1ES 4:45', '1ES 4:46', '1ES 5:43', '1ES 5:52', '1ES 8:13', '1ES 8:49']
7494	['JDT 6:2']
7495	['SIR 47:21', 'SIR 47:24']
7496	['1MA 5:46', '2MA 12:27']
